search URL:,https://patents.google.com/?q=bike
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link
US371513A,muller ,,,,,1887-10-11,1887-10-11,https://patents.google.com/patent/US371513A/en
CN201587500U,Bag type scooter ,万同心,万同心,2009-12-29,2009-12-29,2010-09-22,2010-09-22,https://patents.google.com/patent/CN201587500U/en
JP5759844B2,Straddle-type vehicle ,本田技研工業株式会社,"聡 西村, 聡 西村, 田中　幹二, 幹二 田中",2011-09-20,2011-09-20,2015-08-05,2015-08-05,https://patents.google.com/patent/JP5759844B2/en
WO2012086626A1,Structure for front portion of two-wheeled motor vehicle ,"Honda Motor Co., Ltd., 本田技研工業株式会社","Masato Nakata, 正人 中田, Yusaku Yamashita, 祐作 山下",2010-12-22,2011-12-20,2012-06-28,,https://patents.google.com/patent/WO2012086626A1/en
JP2011255867A,Saddle riding type vehicle ,"Honda Motor Co Ltd, 本田技研工業株式会社","Michio Atsuji, Mamoru Otsubo, Takeshi Sakamoto, 道雄 厚地, 健 坂本, 守 大坪",2010-06-11,2010-06-11,2011-12-22,,https://patents.google.com/patent/JP2011255867A/en
CN200992289Y,Bicycle brake ,张善文,张善文,2007-01-08,2007-01-08,2007-12-19,2007-12-19,https://patents.google.com/patent/CN200992289Y/en
GB189414628A,"Improvements in Pneumatic Saddles for Bicycles, Velocipedes, and Tricycles. ",Thomas Robert Sparks,Thomas Robert Sparks,1894-07-31,1894-07-31,1895-07-06,,https://patents.google.com/patent/GB189414628A/en
BE402259A,Patent BE402259A ,,,,,,,https://patents.google.com/patent/BE402259A/en
EP2891595A1,Bicycle frame structure capable of adjusting frame length and angle ,Hung-Chang Chao,Hung-Chang Chao,2013-01-06,2013-07-10,2015-07-08,,https://patents.google.com/patent/EP2891595A1/en
CN2522329Y,Special-type light bicycle ,李文才,李文才,2002-01-14,2002-01-14,2002-11-27,2002-11-27,https://patents.google.com/patent/CN2522329Y/en
CN2351362Y,Directly driving wheel bicycle ,黄昌友,黄昌友,1998-07-01,1998-07-01,1999-12-01,1999-12-01,https://patents.google.com/patent/CN2351362Y/en
CN2333615Y,Multi-functional bicycle ,孙凤满,孙凤满,1998-07-31,1998-07-31,1999-08-18,1999-08-18,https://patents.google.com/patent/CN2333615Y/en
JP6132627B2,Gripper structure of the straddle-type vehicle ,本田技研工業株式会社,"香織 江波戸, 香織 江波戸, 善彦 鈴木, 善彦 鈴木, 伯純 山中, 伯純 山中",2013-03-29,2013-03-29,2017-05-24,2017-05-24,https://patents.google.com/patent/JP6132627B2/en
CN202295207U,Bicycle with differential auxiliary wheel ,蔡智信,蔡智信,2011-09-30,2011-09-30,2012-07-04,2012-07-04,https://patents.google.com/patent/CN202295207U/en
DE1161773B,On a bicycle seat there after installation attachable holding frame for a saddlebag ,"Norman Frederick Pitt, David James Wilson, Ronald Gill","Norman Frederick Pitt, David James Wilson, Ronald Gill",,,,,https://patents.google.com/patent/DE1161773B/en
US9284010B2,Inverted tube bike frame with bottle opener gusset systems ,Scott Kump,Scott Kump,2014-05-21,2015-01-14,2016-03-15,2016-03-15,https://patents.google.com/patent/US9284010B2/en
KR101229181B1,Transmission of bicycle ,박상익,박상익,2011-10-27,2011-10-27,2013-02-07,2013-02-07,https://patents.google.com/patent/KR101229181B1/en
RU60472U1,Tandem bicycle ,"Федеральное государственное образовательное учреждение высшего профессионального образования ""Дальневосточный государственный технический рыбохозяйственный университет""","Григорий Спиридонович Филиппов, Кирилл Александрович Буравель, Александр Александрович Забайрачный, Михаил Евгеньевич Шамрай, Александр Анатольевич Гурзо, Александр Иванович Горбов, Дмитрий Александрович Курохтин, Сергей Владимирович Орлов, Алексей Владимирович Орлов, Вячеслав Анатольевич Струнин",2006-07-11,2006-07-11,2007-01-27,2007-01-27,https://patents.google.com/patent/RU60472U1/en
CN200948848Y,Chainless children bicycle ,徐巧能,徐巧能,2006-08-18,2006-08-18,2007-09-19,2007-09-19,https://patents.google.com/patent/CN200948848Y/en
JP5129673B2,The motorcycle ,本田技研工業株式会社,"慶 福山, 孝政 小島",2008-07-07,2008-07-07,2013-01-30,2013-01-30,https://patents.google.com/patent/JP5129673B2/en
CN101041371B,Speed-change auxiliary device for bicycle ,岛野(新加坡)私人有限公司,郭志伟,2006-03-24,2006-11-15,2010-06-02,2010-06-02,https://patents.google.com/patent/CN101041371B/en
EP2930032B1,Saddle riding type vehicle ,Yamaha Hatsudoki Kabushiki Kaisha,Kazunari Sagane,2014-04-10,2015-03-26,2016-06-01,2016-06-01,https://patents.google.com/patent/EP2930032B1/en
CN2609825Y,Labour-saving lengthening bicycle ,杨会臣,杨会臣,2003-05-09,2003-05-09,2004-04-07,2004-04-07,https://patents.google.com/patent/CN2609825Y/en
US20090118046A1,Multi-speed bicycle sprocket ,Sen-Biao Lai,Sen-Biao Lai,2007-11-02,2007-11-02,2009-05-07,,https://patents.google.com/patent/US20090118046A1/en
KR101600438B1,Bicycle ,김준귀,김준귀,2013-10-18,2013-10-18,2016-03-10,2016-03-10,https://patents.google.com/patent/KR101600438B1/en
RU1787862C,Folding bicycle ,В.Н.Л хов и В.Н.Данилов,"Владимир Николаевич Ляхов, Виктор Николаевич Данилов",1990-09-07,1990-09-07,1993-01-15,1993-01-15,https://patents.google.com/patent/RU1787862C/en
RU2057673C1,Bicycle ,Николай Иванович Максимов,Николай Иванович Максимов,1992-05-27,1992-05-27,1996-04-10,1996-04-10,https://patents.google.com/patent/RU2057673C1/en
JP5953100B2,Step part structure of the saddle-type vehicle ,本田技研工業株式会社,"宏次 青木, 宏次 青木",2012-04-26,2012-04-26,2016-07-20,2016-07-20,https://patents.google.com/patent/JP5953100B2/en
EP2949555B1,Motorcycle ,Yamaha Hatsudoki Kabushiki Kaisha,Masumi Tachibana,2014-05-30,2014-12-08,2016-07-13,2016-07-13,https://patents.google.com/patent/EP2949555B1/en
US20090008898A1,Scooter with pedals ,Misu Innovations Pty Ltd,Anthony Michael Walker,2005-01-11,2006-01-09,2009-01-08,,https://patents.google.com/patent/US20090008898A1/en
GB189714261A,Improvements in Mud Guards for Velocipedes. ,The Chicago Bicycle Mud Guard Co.,Harris Lake Henry,1897-06-11,1897-06-11,1897-07-17,,https://patents.google.com/patent/GB189714261A/en
JP5852502B2,Saddle-type vehicle ,本田技研工業株式会社,"哲雄 八百川, 哲雄 八百川, 井上　崇, 崇 井上",2012-04-25,2012-04-25,2016-02-03,2016-02-03,https://patents.google.com/patent/JP5852502B2/en
RU2224679C2,Minimize ,Привалов Леонид Валентинович,Л.В. Привалов,2000-06-30,2000-06-30,2004-02-27,2004-02-27,https://patents.google.com/patent/RU2224679C2/en
GB2329164A,Bicycle suspension system ,Atb Sales Ltd,Jon Whyte,1997-09-15,1997-09-15,1999-03-17,,https://patents.google.com/patent/GB2329164A/en
CN201989912U,Long pedal arm bicycle ,高立权,高立权,2011-03-21,2011-03-21,2011-09-28,2011-09-28,https://patents.google.com/patent/CN201989912U/en
CN2238779Y,Multipurpose children's cycle ,赵景德,"赵景德, 刘成宝, 王荣武, 游来久",1995-07-17,1995-07-17,1996-10-30,1996-10-30,https://patents.google.com/patent/CN2238779Y/en
CN202071943U,Bicycle without handlebars ,张长江,"张长江, 王富民",2011-06-01,2011-06-01,2011-12-14,2011-12-14,https://patents.google.com/patent/CN202071943U/en
US399774A,Thomas o brien ,,,,,1889-03-19,1889-03-19,https://patents.google.com/patent/US399774A/en
RU2503575C2,Bicycle and extra supports ,Государственное образовательное учреждение высшего профессионального образования Новгородский государственный университет имени Ярослава Мудрого,Валерий Николаевич Емельянов,2010-08-05,2010-08-05,2014-01-10,2014-01-10,https://patents.google.com/patent/RU2503575C2/en
CN201792957U,Variable bicycle ,黄和平,黄和平,2010-01-22,2010-01-22,2011-04-13,2011-04-13,https://patents.google.com/patent/CN201792957U/en
EP2610113B1,Saddle-ride type vehicle ,Yamaha Hatsudoki Kabushiki Kaisha,Chatwit Pantaeng,2011-12-28,2012-10-12,2015-08-05,2015-08-05,https://patents.google.com/patent/EP2610113B1/en
CN201276166Y,Bicycle with self-generating front illumination apparatus and rear tail lamp apparatus ,虎 杨,虎 杨,2008-08-30,2008-08-30,2009-07-22,2009-07-22,https://patents.google.com/patent/CN201276166Y/en
CN202966548U,Engineering plastic bicycle ,中路股份有限公司,"陈海明, 董剑波, 周伟绩",2012-12-05,2012-12-05,2013-06-05,2013-06-05,https://patents.google.com/patent/CN202966548U/en
US9254882B2,Tandem bicycle ,Shawn C. Raymond,Shawn C. Raymond,2012-02-01,2013-02-01,2016-02-09,2016-02-09,https://patents.google.com/patent/US9254882B2/en
ES2529445T3,Easy riding bike ,"Electra Bicycle Company, Llc",Benno Baenziger,2003-10-10,2004-10-12,2015-02-20,2015-02-20,https://patents.google.com/patent/ES2529445T3/en
RU77841U1,Convertible road bike ,Игорь Николаевич Бубенец,Игорь Николаевич Бубенец,2008-06-26,2008-06-26,2008-11-10,2008-11-10,https://patents.google.com/patent/RU77841U1/en
CN101973351B,Six link strut sitting scooters ,"太仓市车中宝休闲用品有限公司, 庞明方",庞明方,2010-11-11,2010-11-11,2016-01-13,2016-01-13,https://patents.google.com/patent/CN101973351B/en
JP4420338B2,Consolidated structure for a vehicle ,本田技研工業株式会社,"忠 新納, 真悟 植田",2004-10-21,2004-10-21,2010-02-24,2010-02-24,https://patents.google.com/patent/JP4420338B2/en
NL1030394C2,"Two-wheeler storage system, method for transporting two-wheeled vehicles and two-wheeled vehicle of. ",Bikedispenser Com B V,"Anton Gerrit Brunt, Johannes Rene Schreuder",2005-11-10,2005-11-10,2007-05-11,2007-05-11,https://patents.google.com/patent/NL1030394C2/en
CN200939929Y,Bicycle with front wheel assisting driving ,龙文忠,龙文忠,2006-08-17,2006-08-17,2007-08-29,2007-08-29,https://patents.google.com/patent/CN200939929Y/en
CN2190600Y,Bicycle ,权宁道,权宁道,1994-05-11,1994-05-11,1995-03-01,1995-03-01,https://patents.google.com/patent/CN2190600Y/en
US345851A,Heney john lawson ,,,,,1886-07-20,1886-07-20,https://patents.google.com/patent/US345851A/en
US8752852B2,Multi-rider or occupant human powered vehicles with rearward facing rider or occupant ,Martin A. Dolan,Martin A. Dolan,2012-02-10,2013-01-25,2014-06-17,2014-06-17,https://patents.google.com/patent/US8752852B2/en
CN2338244Y,Directly pedalling type bicycle ,赵祝元,赵祝元,1998-06-22,1998-06-22,1999-09-15,1999-09-15,https://patents.google.com/patent/CN2338244Y/en
CN2586647Y,Simple moped ,李雪锋,李雪锋,2002-11-08,2002-11-08,2003-11-19,2003-11-19,https://patents.google.com/patent/CN2586647Y/en
CN2606048Y,Multifunctional foldble bicycles ,彭炎章,彭炎章,2003-03-24,2003-03-24,2004-03-10,2004-03-10,https://patents.google.com/patent/CN2606048Y/en
JP5602506B2,Saddle-type vehicle ,本田技研工業株式会社,"靖洋 大橋, 守 大坪, 道雄 厚地",2010-06-11,2010-06-11,2014-10-08,2014-10-08,https://patents.google.com/patent/JP5602506B2/en
CN2523676Y,Portable bicycles ,王瑞,"王瑞, 魏亚坤, 王彦平, 张伟",2002-01-09,2002-01-09,2002-12-04,2002-12-04,https://patents.google.com/patent/CN2523676Y/en
CN101830262A,Bike with rear-mounted handlebars ,张茂林,张茂林,2009-07-06,2009-07-06,2010-09-15,,https://patents.google.com/patent/CN101830262A/en
JP6140569B2,Saddle-type vehicle ,本田技研工業株式会社,"一宏 高塚, 一宏 高塚",2013-08-08,2013-08-08,2017-05-31,2017-05-31,https://patents.google.com/patent/JP6140569B2/en
CN206456489U,A bicycle is fixed pawl assembly ,陕西泰世邦工贸有限公司,石卫东,2016-12-27,2016-12-27,2017-09-01,2017-09-01,https://patents.google.com/patent/CN206456489U/en
CN2626834Y,Following vehicle for children ,田力伟,田力伟,2003-07-31,2003-07-31,2004-07-21,2004-07-21,https://patents.google.com/patent/CN2626834Y/en
JP5764025B2,Saddle-type vehicle ,本田技研工業株式会社,"細田　和作, 和作 細田, 飯塚　爾, 爾 飯塚, 亮輔 佐藤, 亮輔 佐藤, 齊藤　聡, 聡 齊藤",2011-09-28,2011-09-28,2015-08-12,2015-08-12,https://patents.google.com/patent/JP5764025B2/en
CN2211408Y,Multi-speed bicycle with chain drive ,崔清胜,崔清胜,1994-12-19,1994-12-19,1995-11-01,1995-11-01,https://patents.google.com/patent/CN2211408Y/en
CA2509674C,Folding bicycle ,"Studio Moderna Sa, Miko Mihelic",Miko Mihelic,2002-12-18,2003-12-12,2010-11-23,2010-11-23,https://patents.google.com/patent/CA2509674C/en
JP5315214B2,Rear structure of the saddle-type vehicle ,本田技研工業株式会社,"晃彦 西本, 弘明 松浦, 加藤　　明",2009-11-10,2009-11-10,2013-10-16,2013-10-16,https://patents.google.com/patent/JP5315214B2/en
CN206344941U,Riding car ,天津安百克电动车有限公司,"李宏波, 任怡",2016-11-10,2016-11-10,2017-07-21,2017-07-21,https://patents.google.com/patent/CN206344941U/en
US20130020362A1,Bicycle handlebar and basket support assembly ,Christopher Luomanen,Christopher Luomanen,2011-07-18,2011-07-18,2013-01-24,,https://patents.google.com/patent/US20130020362A1/en
CN2535306Y,Sports bicycle ,钱平源,钱平源,2002-03-24,2002-03-24,2003-02-12,2003-02-12,https://patents.google.com/patent/CN2535306Y/en
CN201183562Y,Structurally improved scooter ,深圳信隆实业股份有限公司,廖学湖,2008-03-21,2008-03-21,2009-01-21,2009-01-21,https://patents.google.com/patent/CN201183562Y/en
CN203473105U,Bicycle frame ,宁波甬瑞车业有限公司,陈春根,2013-08-23,2013-08-23,2014-03-12,2014-03-12,https://patents.google.com/patent/CN203473105U/en
CN2284184Y,Multifunctional combination chainless two-wheel cycle ,卢火亮,卢火亮,1996-11-13,1996-11-13,1998-06-17,1998-06-17,https://patents.google.com/patent/CN2284184Y/en
CN2734600Y,Two-wheeled vehicle for mother and child ,鲁小鸣,鲁小鸣,2004-08-28,2004-08-28,2005-10-19,2005-10-19,https://patents.google.com/patent/CN2734600Y/en
BE473915A,Patent BE473915A ,,,,,,,https://patents.google.com/patent/BE473915A/en
CN201325565Y,Wind-power riding aid for bike ,王振九,王振九,2008-11-11,2008-11-11,2009-10-14,2009-10-14,https://patents.google.com/patent/CN201325565Y/en
EP3059148A1,Straddled vehicle ,Yamaha Hatsudoki Kabushiki Kaisha,"Makoto Nakasai, Yasuhito Suzuki",2015-02-23,2016-01-20,2016-08-24,,https://patents.google.com/patent/EP3059148A1/en
CN2703156Y,Nut ,马昕东,马昕东,2004-06-03,2004-06-03,2005-06-01,2005-06-01,https://patents.google.com/patent/CN2703156Y/en
CN2492452Y,Front driven body-building bicycle with large and small wheels ,朱玉存,朱玉存,2001-06-05,2001-06-05,2002-05-22,2002-05-22,https://patents.google.com/patent/CN2492452Y/en
CN2687003Y,Taiji body-building cycle ,张子申,张子申,2004-03-19,2004-03-19,2005-03-23,2005-03-23,https://patents.google.com/patent/CN2687003Y/en
CN2460437Y,Speed variator fitted on bicycle ,李瑞光,李瑞光,2000-10-16,2000-10-16,2001-11-21,2001-11-21,https://patents.google.com/patent/CN2460437Y/en
CN201086782Y,Front-activation bicycle with good shock-absorbing performance ,张敬宇,"兴 张, 张敬宇",2007-07-27,2007-07-27,2008-07-16,2008-07-16,https://patents.google.com/patent/CN201086782Y/en
CN2507758Y,Two-wheel synchronous steering and flexible turning tricycle ,于洪奎,于洪奎,2001-04-25,2001-04-25,2002-08-28,2002-08-28,https://patents.google.com/patent/CN2507758Y/en
CN202863700U,Labor-saving bike ,姚惠平,姚惠平,2012-09-27,2012-09-27,2013-04-10,2013-04-10,https://patents.google.com/patent/CN202863700U/en
WO1986005154A1,Recumbent bicycle with enclosed chain drive ,Mcelfresh Lloyd A,Lloyd A. Mcelfresh,1985-03-01,1986-02-26,1986-09-12,,https://patents.google.com/patent/WO1986005154A1/en
CN201597687U,A quick effort bicycle ,谢慰冰,谢慰冰,2010-01-15,2010-01-15,2010-10-06,2010-10-06,https://patents.google.com/patent/CN201597687U/en
CN2344276Y,Rowing type body-building bicycle ,孙茂来,孙茂来,1998-08-13,1998-08-13,1999-10-20,1999-10-20,https://patents.google.com/patent/CN2344276Y/en
CN203032848U,Tandem bicycle ,杭州艾迪亚实业有限公司,林文,2013-01-21,2013-01-21,2013-07-03,2013-07-03,https://patents.google.com/patent/CN203032848U/en
CN2284185Y,Body building bicycle ,海龙,海龙,1996-11-15,1996-11-15,1998-06-17,1998-06-17,https://patents.google.com/patent/CN2284185Y/en
US20080302588A1,Motorcycle steering using compound leverage ,Charles Dominic Bugni,Charles Dominic Bugni,2007-04-09,2008-07-18,2008-12-11,,https://patents.google.com/patent/US20080302588A1/en
CN2820676Y,Rope driving swing involute lever driving bicycle ,杜志英,杜志英,2004-12-27,2004-12-27,2006-09-27,2006-09-27,https://patents.google.com/patent/CN2820676Y/en
CN104136313B,Compact folding bike ,卡斯腾·贝廷,卡斯腾·贝廷,2011-10-17,2012-10-16,2017-03-08,2017-03-08,https://patents.google.com/patent/CN104136313B/en
CN201071089Y,Tandem bicycle ,刘守刚,刘守刚,2007-05-21,2007-05-21,2008-06-11,2008-06-11,https://patents.google.com/patent/CN201071089Y/en
CN203005640U,Multifunctional bicycle ,康娇,康娇,2012-11-27,2012-11-27,2013-06-19,2013-06-19,https://patents.google.com/patent/CN203005640U/en
CN2395966Y,Bicycle ,"李培训, 李虎","李虎, 李培训",1999-03-06,1999-03-06,2000-09-13,2000-09-13,https://patents.google.com/patent/CN2395966Y/en
CN2790886Y,Exercise bike ,胡波,胡波,2004-06-12,2004-06-12,2006-06-28,2006-06-28,https://patents.google.com/patent/CN2790886Y/en
CN203318601U,Folding bicycle ,天津市枚霖自行车制造有限公司,马民德,2013-05-14,2013-05-14,2013-12-04,2013-12-04,https://patents.google.com/patent/CN203318601U/en
CN206427186U,"A type of coasting, and stampede dual-use children's bicycles ",天津富士达自行车有限公司,"刘学权, 刘凯",2016-11-24,2016-11-24,2017-08-22,2017-08-22,https://patents.google.com/patent/CN206427186U/en
CN2374439Y,Amusement body building bicycle having elliptic wheels ,周柳风,周柳风,1999-06-17,1999-06-17,2000-04-19,2000-04-19,https://patents.google.com/patent/CN2374439Y/en
CN201052816Y,Sliding bicycle ,施耀明,施耀明,2007-02-09,2007-02-09,2008-04-30,2008-04-30,https://patents.google.com/patent/CN201052816Y/en
CN2338251Y,Sectional and double riders travelling bicycle ,秦建国,秦建国,1998-09-01,1998-09-01,1999-09-15,1999-09-15,https://patents.google.com/patent/CN2338251Y/en
CN201961451U,Two-wheel bicycle with no handlebars ,许昌义,许昌义,2011-01-18,2011-01-18,2011-09-07,2011-09-07,https://patents.google.com/patent/CN201961451U/en
CN2498063Y,Driving bicycle for saving man-power ,徐向荣,徐向荣,2001-07-10,2001-07-10,2002-07-03,2002-07-03,https://patents.google.com/patent/CN2498063Y/en
BE433754A,Patent BE433754A ,,,,,,,https://patents.google.com/patent/BE433754A/en
CN201158419Y,Non-kicking foot ,章孝忠,章孝忠,2007-12-03,2007-12-03,2008-12-03,2008-12-03,https://patents.google.com/patent/CN201158419Y/en
CN103183071B,Saddle-ride type vehicle ,雅马哈发动机株式会社,P.万拉卡色萨素克,2011-12-28,2012-10-31,2015-04-22,2015-04-22,https://patents.google.com/patent/CN103183071B/en
CN201066566Y,Advertisement electric car ,张允库,张允库,2007-07-19,2007-07-19,2008-05-28,2008-05-28,https://patents.google.com/patent/CN201066566Y/en
CN2152745Y,Dirt-protecting guard for variable speed bicycle ,戴少侠,戴少侠,1993-03-03,1993-03-03,1994-01-12,1994-01-12,https://patents.google.com/patent/CN2152745Y/en
CN201685968U,Speeding-up bicycle ,吕元鼎,吕元鼎,2010-04-22,2010-04-22,2010-12-29,2010-12-29,https://patents.google.com/patent/CN201685968U/en
CN2723321Y,Double shock-proof double beam mountain bicycle ,王欣铨,王欣铨,2004-08-14,2004-08-14,2005-09-07,2005-09-07,https://patents.google.com/patent/CN2723321Y/en
CN2170254Y,Full-plastic bicycle ,于东明,于东明,1993-04-05,1993-04-05,1994-06-29,1994-06-29,https://patents.google.com/patent/CN2170254Y/en
CN201231830Y,Portable and energy-saving anti-theft type two-wheeled vehicle with rotary shaft ,范吉锋,范吉锋,2008-06-30,2008-06-30,2009-05-06,2009-05-06,https://patents.google.com/patent/CN201231830Y/en
CN201405985Y,"Front-wheel-driving, rear-wheel-steering, three-brake, variable-speed foldable bicycle ",李墨田,"仪 封, 杰 李, 蕾 李, 李亦白, 李墨田",2009-04-28,2009-04-28,2010-02-17,2010-02-17,https://patents.google.com/patent/CN201405985Y/en
CN205469470U,Light electric bicycle ,杨昊第,杨昊第,2016-01-22,2016-01-22,2016-08-17,2016-08-17,https://patents.google.com/patent/CN205469470U/en
CN102869563B,Arranged on the power supply electric bicycle ,普鲁莫维克股份公司,J·拉斯姆森,2010-02-09,2011-02-09,2015-09-09,2015-09-09,https://patents.google.com/patent/CN102869563B/en
CN204713345U,Novel moped ,田如永,田如永,2015-06-02,2015-06-02,2015-10-21,2015-10-21,https://patents.google.com/patent/CN204713345U/en
CN202368740U,Foldable bicycle ,黄冈职业技术学院,"匡焱, 王治雄",2011-12-23,2011-12-23,2012-08-08,2012-08-08,https://patents.google.com/patent/CN202368740U/en
US20150367909A1,Dual drive bicycle ,Kenneth Haan,Kenneth Haan,2014-06-21,2015-06-19,2015-12-24,,https://patents.google.com/patent/US20150367909A1/en
CN2522322Y,Burglar-proof vehicle ,"刘亚, 周拾庆","刘亚, 周拾庆",2001-10-16,2001-10-16,2002-11-27,2002-11-27,https://patents.google.com/patent/CN2522322Y/en
CN205632890U,Tricycle car of marking time ,丁文同,"丁文同, 黄雪晶",2016-05-11,2016-05-11,2016-10-12,2016-10-12,https://patents.google.com/patent/CN205632890U/en
CN201124913Y,Handle structure of bicycle ,陈潮湖,陈潮湖,2007-08-11,2007-08-11,2008-10-01,2008-10-01,https://patents.google.com/patent/CN201124913Y/en
CN2344275Y,Booster speed-up bicycle ,贺明,贺明,1998-09-18,1998-09-18,1999-10-20,1999-10-20,https://patents.google.com/patent/CN2344275Y/en
CN2790888Y,Safety easy-to-learn and stable tricycle ,毕明君,毕明君,2005-01-28,2005-01-28,2006-06-28,2006-06-28,https://patents.google.com/patent/CN2790888Y/en
CN103552640B,"Straight riding bicycles, electric bicycles ",隋启合,隋启合,2013-10-19,2013-10-19,2016-01-20,2016-01-20,https://patents.google.com/patent/CN103552640B/en
CN205524743U,Straight waist of climbing bicycle is vice ,朱士昇,朱士昇,2015-11-03,2015-11-03,2016-08-31,2016-08-31,https://patents.google.com/patent/CN205524743U/en
CN203473066U,Bike saddle tube joint ,宁波甬瑞车业有限公司,陈春根,2013-08-23,2013-08-23,2014-03-12,2014-03-12,https://patents.google.com/patent/CN203473066U/en
CN201863977U,Bicycle ,吴伟健,吴伟健,2010-06-28,2010-06-28,2011-06-15,2011-06-15,https://patents.google.com/patent/CN201863977U/en
JP2010501399A,Two-wheeled vehicle ,ジー． ヘイズ、マーカス,ジー． ヘイズ、マーカス,2006-08-18,2007-08-20,2010-01-21,,https://patents.google.com/patent/JP2010501399A/en
CN2145746Y,Speeding-up handlebar for bicycle ,廖学灿,廖学金,1992-04-17,1992-04-17,1993-11-10,1993-11-10,https://patents.google.com/patent/CN2145746Y/en
CN202953114U,Novel hand brake oscillating trolley ,王升,王升,2012-12-06,2012-12-06,2013-05-29,2013-05-29,https://patents.google.com/patent/CN202953114U/en
GB2361463A,Bicycle frame ,Continental Eng Syst Ltd,David Charles Edwards,2000-04-17,2000-04-17,2001-10-24,,https://patents.google.com/patent/GB2361463A/en
CN206202524U,Public bicycle intelligence wearing equipment ,山西美丽通行科技有限公司,"张路, 马志斌, 赵为",2016-11-22,2016-11-22,2017-05-31,2017-05-31,https://patents.google.com/patent/CN206202524U/en
CN2053189U,Chain tensioner for bicycle with external chang gear ,陈法平,陈法平,1988-11-03,1988-11-03,1990-02-21,,https://patents.google.com/patent/CN2053189U/en
CN1067412A,"Universal, simple bike frame ",魏品山,魏品山,1991-06-05,1991-06-05,1992-12-30,,https://patents.google.com/patent/CN1067412A/en
WO1995028314A1,Bicycle or motorcycle frame ,Aureliano Pasqualini,Aureliano Pasqualini,1994-04-14,1995-01-16,1995-10-26,,https://patents.google.com/patent/WO1995028314A1/en
KR20130121069A,Bicycle ,김준귀,김준귀,2013-09-26,2013-09-26,2013-11-05,,https://patents.google.com/patent/KR20130121069A/en
GB2494874A,Frame with split seat tube ,"Paul Simon Mackie, Andrew John Gowan","Paul Simon Mackie, Andrew John Gowan",2011-09-21,2011-09-21,2013-03-27,,https://patents.google.com/patent/GB2494874A/en
GB189501937A,"Improvements in Saddles for Bicycles, Tricycles, and other Velocipedes. ",Henry Arthur Lamplugh,Henry Arthur Lamplugh,1895-01-28,1895-01-28,1895-11-23,,https://patents.google.com/patent/GB189501937A/en
WO2006098707A1,Cable joining system for cycles ,John Walter Karpowich,John Walter Karpowich,2003-06-06,2003-06-06,2006-09-21,,https://patents.google.com/patent/WO2006098707A1/en
JP2009119914A,Recumbent type bicycle ,"Honda Motor Co Ltd, 本田技研工業株式会社","Masahide Kurata, Naoya Okamoto, Takeshi Tanaka, 眞秀 倉田, 直也 岡本, 豪 田中",2007-11-12,2007-11-12,2009-06-04,,https://patents.google.com/patent/JP2009119914A/en
WO2010104507A1,Centrifugal multiplier transfer system ,Swipc,Marvin Muhammad,2009-03-11,2009-03-11,2010-09-16,,https://patents.google.com/patent/WO2010104507A1/en
ES2029573A6,New stationary bicycle. ,Hernaez Tobias M Asuncion,,1990-03-22,1990-03-22,1992-08-16,,https://patents.google.com/patent/ES2029573A6/en
WO2007088275A1,"On a bicycle, systems to make it easier to put away and/or store and/or remove and refit the wheels for cleaning, maintaining or changing the type of use. ",Franck Savard,Franck Savard,2006-01-31,2007-01-30,2007-08-09,,https://patents.google.com/patent/WO2007088275A1/en
CN101947989A,Portable pedal bike with two wheels ,太仓市车中宝休闲用品有限公司;庞明方,庞明方,2010-08-12,2010-08-12,2011-01-19,,https://patents.google.com/patent/CN101947989A/en
JP2013173472A,Saddle-riding type vehicle ,"Yamaha Motor Co Ltd, ヤマハ発動機株式会社","Ko Katano, 航 片野",2012-02-27,2012-02-27,2013-09-05,,https://patents.google.com/patent/JP2013173472A/en
GB189516213A,"Improvements in Bicycles, Tricycles, and other Velocipedes. ","William Allday, Edmund Allday","William Allday, Edmund Allday",1895-08-29,1895-08-29,1896-06-06,,https://patents.google.com/patent/GB189516213A/en
GB190117629A,Improvements in and relating to Bicycles and Tricycles ,Gustav Adolph Heinrich Pietsch,Gustav Adolph Heinrich Pietsch,1901-09-03,1901-09-03,1902-01-16,,https://patents.google.com/patent/GB190117629A/en
WO2012093385A2,Versatile velocipede ,Dror Gat,Gat DROR,2011-01-04,2011-11-30,2012-07-12,,https://patents.google.com/patent/WO2012093385A2/en
GB189513139A,"Improvements in and relating to the Manufacture of the Wheels of Bicycles, Tricycles, and other Velocipedes. ",George Bell,George Bell,1895-07-08,1895-07-08,1895-08-10,,https://patents.google.com/patent/GB189513139A/en
CN101890999A,Combined steering wheel ,谢庆生,谢庆生,2010-07-15,2010-07-15,2010-11-24,,https://patents.google.com/patent/CN101890999A/en
CN1129661A,Pedal sheet type bicycle with power aid ,王启振,"王启振, 王泰智, 李家龙, 蔡政",1994-09-02,1994-09-02,1996-08-28,,https://patents.google.com/patent/CN1129661A/en
CN1702012A,Bicycle vibration-damping carriage ,郑灿淇,郑灿淇,2004-05-25,2004-08-20,2005-11-30,,https://patents.google.com/patent/CN1702012A/en
CN1176202A,Umbrella support attachment for bicycle ,株式会社玛库,白川正浩,1996-07-31,1997-07-29,1998-03-18,,https://patents.google.com/patent/CN1176202A/en
